,mock_name,data_name,category,question
696,Amazon,Amazon,Leadership,"49. At Amazon, we seek to hire leaders. Tell me about a time you took the initiative to improve work-related procedures."
697,Amazon,Amazon,Leadership,50. What qualities do you feel make a leader successful?
698,Amazon,Amazon,Leadership,51. We want to hire people at Amazon with the desire to lead others. How many people did you supervise in your last position?
699,Amazon,Amazon,Operational,"52. We consider research to be the backbone of what we do at Amazon. Do you think it's important to conduct research before beginning a project, or would you rather jump right in?"
700,Amazon,Amazon,Problem Solving,53. How many windows are there in Seattle?
701,Amazon,Amazon,Teamwork,54. Tell me about a time you helped a coworker accomplish an important goal.
702,JCPenney,JCPenney,,1. At JCPenney we like to hire strong achievers. Give me an example of a time when you went above and beyond.
703,JCPenney,JCPenney,,2. The JCPenney culture is fueled by the Warrior Spirit. What does this spirit mean to you?
704,JCPenney,JCPenney,,3. Do you have reliable transportation?
705,JCPenney,JCPenney,,4. What do you hope to learn from this job at JCPenney?
706,JCPenney,JCPenney,,5. What do you think about our online presence?
707,JCPenney,JCPenney,,6. What are your salary expectations?
708,JCPenney,JCPenney,,7. How can JCPenney motivate you on the job?
709,JCPenney,JCPenney,,8. Describe to me your ideal employer.
710,JCPenney,JCPenney,,"9. At JCPenney, we value diversity, inclusion, and equality. What makes JCPenney stand out to you as a great place to work?"
711,JCPenney,JCPenney,,10. Personality fit is important to us at JCPenney. How would you describe your personality?
712,JCPenney,JCPenney,,11. How do you handle a situation where your supervisor does not properly communicate information to you?
713,JCPenney,JCPenney,,12. What type of manager brings out the best in you?
714,JCPenney,JCPenney,,13. Why is this job with JCPenney right for you at this time in your career?
715,JCPenney,JCPenney,,14. What is the most competitive work situation you have experienced? How did you handle it? What was the result?
716,JCPenney,JCPenney,,15. Tell me about a time when you made a suggestion requesting change in an organization.
717,JCPenney,JCPenney,,16. Do you have any experience with volunteer work? Are you interested in volunteer work with JCPenney?
718,JCPenney,JCPenney,,"17. This position requires a flexible schedule as we are open evenings, weekends, and most holidays. Are you able to commit to these hours?"
719,JCPenney,JCPenney,,"18. Take me through your experience in retail. What was the most challenging position you have held? Which was your favorite, and why?"
720,JCPenney,JCPenney,,19. Have you researched our company values? What makes you the best candidate for JCPenney?
721,JCPenney,JCPenney,,20. What would your most recent employer say about your character and honesty?
722,JCPenney,JCPenney,,"21. In a retail environment, staff turnover is often high. How would you handle it if your co-worker did not show up for their shift?"
723,JCPenney,JCPenney,,"22. Working in a retail environment, you will sometimes come across rude customers. How would you handle a customer who is aggressive towards you or a co-worker?"
724,JCPenney,JCPenney,,23. Tell me 3 qualities you possess that make you a strong fit for this position with JCPenney.
725,JCPenney,JCPenney,,24. At JCPenney we firmly believe in grooming our employees into management roles as they show potential. Are you interested in potential leadership roles with us?
726,JCPenney,JCPenney,,25. The JCPenney brand promise is to provide 'style and value for all.' What does this promise mean to you as a shopper and retail associate?
727,JCPenney,JCPenney,,26. JCPenney has a strict dress code. Talk to the interviewer about your feelings about having a dress code at
728,JCPenney,JCPenney,,27. In this role you will be required to handle customer transactions. On a scale of 1-10 how strong are your mathematical skills?
729,JCPenney,JCPenney,,28. We have a strong employee honesty program in place at JCPenney to prevent loss. What would you do if you discovered that a co-worker was stealing product or money?
730,JCPenney,JCPenney,,29. At JCPenney we have a very clear return policy. How would you handle a customer who was arguing with you about a potential return?
731,JCPenney,JCPenney,,30. What do you know about JCPenney? Why do you want to work for us?
732,JCPenney,JCPenney,,31. JCPenney's values are grounded in the Golden Rule. How would you apply this value to your own customer service approach?
733,Whirlpool Corporation,Whirlpool Corporation,,1. At Whirlpool Corporation we prefer to hire those with an education in computer science or another related field. Walk me through your post-secondary education and training.
734,Whirlpool Corporation,Whirlpool Corporation,,2. What would you consider your technical specialty?
735,Whirlpool Corporation,Whirlpool Corporation,,3. We seek to hire highly ambitious people. Where would you like your career with Whirlpool Corporation take you?
736,Whirlpool Corporation,Whirlpool Corporation,,4. This role with Whirlpool Corporation is highly technical. What is your understanding of this position and the responsibilities that come with it?
737,Whirlpool Corporation,Whirlpool Corporation,,"5. In your opinion, what has been the biggest advancement in technology this past year?"
738,Whirlpool Corporation,Whirlpool Corporation,,6. Tell me about the most interesting project you have worked on this year and the biggest thing you learned from it.
739,Whirlpool Corporation,Whirlpool Corporation,,7. At Whirlpool Corporation we take pride in our ability to stay one step ahead of our competitors. How will you contribute to this trend?
740,Whirlpool Corporation,Whirlpool Corporation,,"8. Looking at our products and services, what do you think we do better at Whirlpool Corporation than any of our competitors?"
741,Whirlpool Corporation,Whirlpool Corporation,,"9. At Whirlpool Corporation we take privacy and confidentiality very seriously. Are you willing to sign a non-disclosure agreement, if hired?"
742,Whirlpool Corporation,Whirlpool Corporation,,10. We consider research to be the backbone of what we do at Whirlpool Corporation. Do you think it's important to conduct research before beginning a project or would you rather jump right in?
743,Whirlpool Corporation,Whirlpool Corporation,,11. I would like to have a full understanding of your experience and portfolio. What types of industries have your previous projects been involved in?
744,Whirlpool Corporation,Whirlpool Corporation,,12. Tell me about your greatest work related accomplishment.
745,Whirlpool Corporation,Whirlpool Corporation,,"13. Working at Whirlpool Corporation, you will experience changes on a regular basis. When have you had to change a major component of your project due to new information being presented?"
746,Whirlpool Corporation,Whirlpool Corporation,,14. At Whirlpool Corporation we value organization. Tell us about a time when you were particularly effective on prioritizing tasks and completing a project on schedule.
747,Whirlpool Corporation,Whirlpool Corporation,,"15. If you could start your career over again, what direction would you take?"
748,Whirlpool Corporation,Whirlpool Corporation,,16. Who would you say inspires you?
749,Whirlpool Corporation,Whirlpool Corporation,,17. What experience do you have using team-based messaging applications?
750,Whirlpool Corporation,Whirlpool Corporation,,18. Culture fit is important to us at Whirlpool Corporation. How would you describe your personality?
751,Whirlpool Corporation,Whirlpool Corporation,,19. We encourage innovation at Whirlpool Corporation. When have you created a new product or service?
752,Whirlpool Corporation,Whirlpool Corporation,,20. At Whirlpool Corporation we seek to hire leaders. Tell me about a time when you took the initiative to improve work related procedures.
753,Whirlpool Corporation,Whirlpool Corporation,,21. What do you think you will like about this role with Whirlpool Corporation?
754,Whirlpool Corporation,Whirlpool Corporation,,22. How do you keep up-to-date on new technologies and trends in this industry?
755,Whirlpool Corporation,Whirlpool Corporation,,23. Have you ever broken a confidentiality agreement?
756,Whirlpool Corporation,Whirlpool Corporation,,24. How do you define success?
757,Whirlpool Corporation,Whirlpool Corporation,,25. We want to hire people at Whirlpool Corporation who have the desire to lead others. How many people did you supervise at your last position?
758,Whirlpool Corporation,Whirlpool Corporation,,26. What are your salary expectations?
759,Magellan Health,Magellan Health,,"1. At Magellan Health we seek to hire healthcare professionals who have passion for our industry. If you could increase public awareness on any healthcare related issue, which would you choose?"
760,Magellan Health,Magellan Health,,"2. At Magellan Health we seek to hire individuals dedicated to their professional development. If you could improve your knowledge on any healthcare related topic, which would you choose?"
761,Magellan Health,Magellan Health,,3. At Magellan Health we see a lot of candidate interest for positions such as this. Why are you the best candidate for us?
762,Magellan Health,Magellan Health,,4. There are many options for employment in the healthcare field. Why do you want to work for Magellan Health?
763,Magellan Health,Magellan Health,,5. What type of career growth would you like to see with Magellan Health? How can we help you to advance?
764,Magellan Health,Magellan Health,,"6. In your opinion, what is the most important quality you can possess as a healthcare professional?"
765,Magellan Health,Magellan Health,,7. Working in healthcare is a very demanding career path. What keeps you motivated on the hardest days?
766,Magellan Health,Magellan Health,,8. At Magellan Health we seek to hire individuals who value education. Walk me through your related post-secondary education. Where did you struggle the most? Which courses were your favorite?
767,Magellan Health,Magellan Health,,9. What do you feel we do best here at Magellan Health?
768,Magellan Health,Magellan Health,,10. What do you know about the workplace culture at Magellan Health? What is your ideal workplace environment?
769,Magellan Health,Magellan Health,,"11. In your opinion, what has been the greatest advancement in healthcare this year? How do you stay up to date on new trends and breakthroughs in the healthcare industry?"
770,Magellan Health,Magellan Health,,12. Tell me about your greatest work related accomplishment.
771,Magellan Health,Magellan Health,,"13. In the healthcare industry, problems arise frequently. When a major problem arises, what is your first reaction?"
772,Magellan Health,Magellan Health,,14. When have you been asked to perform a function or complete a task in which you had little or no experience in doing?
773,Magellan Health,Magellan Health,,15. Do you consider yourself a patient person? How do you increase your patience level in challenging situations?
774,Magellan Health,Magellan Health,,"16. Do you think it is possible to be a good team member, yet disagree with the leader?"
775,Magellan Health,Magellan Health,,17. What is your greatest weakness?
776,Magellan Health,Magellan Health,,18. What is your personal mission statement?
777,Magellan Health,Magellan Health,,19. When are your leadership skills the most effective?
778,Magellan Health,Magellan Health,,20. Rate your communication skills from 1-10 with proper examples backing your given rating.
779,Magellan Health,Magellan Health,,21. How do you handle communicating bad news to a fellow worker or subordinate?
780,Magellan Health,Magellan Health,,"22. If you were not able to be in the healthcare profession, what other careers do you see yourself doing?"
781,Magellan Health,Magellan Health,,23. Do you think honesty is always the best policy?
782,Magellan Health,Magellan Health,,24. How do you determine priorities when you have multiple projects due?
783,Magellan Health,Magellan Health,,25. How would your co-workers describe your attention to detail?
784,Magellan Health,Magellan Health,,26. What are your salary expectations?
785,Magellan Health,Magellan Health,,27. What makes you a great problem solver?
786,Magellan Health,Magellan Health,,28. What do you think might be the greatest challenges faced in this job?  How will you overcome these challenges?
787,Magellan Health,Magellan Health,,29. Who has inspired you in your life and why?
788,Magellan Health,Magellan Health,,"30. How do you manage your time, even on the busiest days?"
789,Ripple,Ripple,,1. Tell me about your problem-solving skills. Do you enjoy analyzing and solving complex problems?
790,Ripple,Ripple,,"2. Here at Ripple, we ask our test engineers to follow specific QA protocols.  What role do you feel QA plays in software development and testing?"
791,Ripple,Ripple,,"3. In SQL, how do you explain the differences between clustered and non-clustered indexes?  Can you name a time that you used each?"
792,Ripple,Ripple,,"4. As a consultant with Ripple, your role will be vital in gather information from our customers in building new technology for them.  What would be your goals in an initial consultation with a new or existing client?"
793,Ripple,Ripple,,5. Can you describe the software development lifecycle?
794,Ripple,Ripple,,6. Our implementation consultants here at Ripple often face conflicts with our customers while onsite during implementations.  What interpersonal skills do you use to handle conflicts with clients?
795,Ripple,Ripple,,7. What do you consider to be a good litmus test for when you would automate a test process for a new system versus testing manually?
796,Ripple,Ripple,,8. Do you have experience writing a custom exception in Java?
797,Ripple,Ripple,,9. What experience do you have in the different types of software maintenance?
798,Ripple,Ripple,,10. How would you handle a situation where a colleague was being very difficult to work with?
799,Ripple,Ripple,,"11. If hired here at Ripple, what do you feel would be the biggest hurdle for you to overcome from the start?"
800,Ripple,Ripple,,"12. If hired for this position at Ripple, what leadership skills would you bring to our team?"
801,Ripple,Ripple,,13. What do you feel is one of the top issues that is faced by data engineers today?
802,Ripple,Ripple,,14. How do you stay organized and on track when working on multiple projects or duties at the same time?
803,Ripple,Ripple,,15. What software analysis and design tools do you have familiarity working with?
804,Ripple,Ripple,,"16. Do you have experience working with different CASE tools?  If so, what do you have experience with?"
805,Ripple,Ripple,,17. Give an example of a time that you used a universal design practice in your work as a UI or UX designer.  Why was it important to do this?
806,Ripple,Ripple,,18. Ripple embraces an Agile environment. Explain your experience in Agile methodologies and why you think it is important.
807,Ripple,Ripple,,"19. Do you consider yourself stronger in C++, C#, Java, or Python?"
808,Ripple,Ripple,,20. We are looking for innovators to join us here at Ripple.  Where have you brought innovation in automation to a process in your career?
809,Ripple,Ripple,,"21. In your current work, what are the important steps you take in the data validation process?"
810,Ripple,Ripple,,22. Would you say that you are a goal oriented on the job?  What would I be able to do as your manager to help you achieve your goals if hired here at Ripple?
811,Ripple,Ripple,,"23. If you were asked to review a colleague's code that they had written, what key things would you look for?"
812,Ripple,Ripple,,"24. If hired for this position here at Ripple, would you be comfortable handling overall project manager responsibilities for new software development?"
813,Ripple,Ripple,,25. What do you feel are the primary features and benefits of the Java programming language?
814,Ripple,Ripple,,"26. At Ripple, we rely on a full team effort to deliver top quality products to our customers.  Tell me about a time that you worked well as part of a team.  Are you comfortable in a similar role here?"
815,Ripple,Ripple,,27. Talk about your previous user interface design experience in detail.  Why do you feel that this experience will translate well to this role with Ripple?
816,iHeartMedia,iHeartMedia,,1. How would you solicit new advertising business for our radio stations?
817,iHeartMedia,iHeartMedia,,"2. The media industry is all about communication. At iHeartMedia, strong communication is at the forefront of what we do. How would you describe your communication skills? Rate your communication skills from 1-10."
818,iHeartMedia,iHeartMedia,,"3. If iHeartMedia hired you today, what would you accomplish first?"
819,iHeartMedia,iHeartMedia,,4. Do you feel performance should be rewarded over experience?
820,iHeartMedia,iHeartMedia,,"5. In your opinion, what is the future of radio?"
821,iHeartMedia,iHeartMedia,,6. What do you know about the events put on by iHeartMedia?
822,iHeartMedia,iHeartMedia,,7. What are your 3 favorite forms of entertainment?
823,iHeartMedia,iHeartMedia,,8. Walk me through your method for performing advertising research to understand the best channel fit for your products and services.
824,iHeartMedia,iHeartMedia,,9. Describe to me what you believe to be our radio stations' target audience.
825,iHeartMedia,iHeartMedia,,"10. Have you ever managed or helped with a content budget? If so, what type of budgets are you accustomed to working with?"
826,iHeartMedia,iHeartMedia,,11. Describe your experience working with digital advertising.
827,iHeartMedia,iHeartMedia,,12. Tell me about your experience in gaining corporate partnerships for live events.
828,iHeartMedia,iHeartMedia,,13. Do you have experience creating marketing materials for event promotions?
829,iHeartMedia,iHeartMedia,,14. iHeartMedia controls a variety of radio stations in your area. List a few of these for me.
830,iHeartMedia,iHeartMedia,,15. Describe to me the types of digital media you are most experienced with.
831,iHeartMedia,iHeartMedia,,16. How do you think that online media and streaming has changed traditional radio and broadcast media approaches in the past 10 years?
832,iHeartMedia,iHeartMedia,,17. Walk me through your experience in media and advertising.
833,iHeartMedia,iHeartMedia,,"18. Of all the potential live events: music, arts, food, health & wellness; which do you bring the most experience?"
834,iHeartMedia,iHeartMedia,,"19. In your opinion, what makes a memorable live experience?"
835,iHeartMedia,iHeartMedia,,"20. What methods do you use, to work within a brand's voice consistently?"
836,iHeartMedia,iHeartMedia,,"21. Of all the media solutions we provide at iHeartMedia, which do you know the best?"
837,iHeartMedia,iHeartMedia,,22. Tell me about your experience using hashtags to increase the visibility of your social media content.
838,iHeartMedia,iHeartMedia,,"23. If you had just one day to sell out a live experience, what are the three most important things you would do?"
839,iHeartMedia,iHeartMedia,,24. What radio stations do you have as your presets?
840,iHeartMedia,iHeartMedia,,25. iHeartMedia believes that live experiences are an art form. Tell me about the best event you have been to recently. What made it so great?
841,iHeartMedia,iHeartMedia,,"26. In a streaming-centric time, how can iHeartMedia increase the number of listeners to our radio stations?"
842,iHeartMedia,iHeartMedia,,"27. If you only had social media platforms for event promotions, with zero budget for ad spend, what would you do?"
843,iHeartMedia,iHeartMedia,,"28. iHeartMedia produces many events every year, all over the world. Are you willing and able to travel when necessary?"
844,iHeartMedia,iHeartMedia,,29. iHeartMedia is behind some of the world's leading music events and festivals. How will you contribute to our track record of success?
845,iHeartMedia,iHeartMedia,,30. Walk me through your experience in the radio and media industry.
846,USPS,United States Postal Service,Adaptability,1. When have you had to be adaptable in your work and shift your priorities in response to changes?
847,USPS,United States Postal Service,Behavioral,2. What do you feel has been your greatest achievement so far?
848,USPS,United States Postal Service,Behavioral,3. Give me an example of how you have been reliable in the past. Why do you feel this trait is important for USPS staff?
849,USPS,United States Postal Service,Career Goals,"4. What are your career goals, and how do you feel the USPS would help them come to fruition?"
850,USPS,United States Postal Service,Communication,5. How would you rate your communication skills on a scale from 1-10?
851,USPS,United States Postal Service,Competency,6. What initial challenges do you anticipate in this position with the USPS?
852,USPS,United States Postal Service,Competency,7. What job duties have you held that required strong attention to detail?
853,USPS,United States Postal Service,Conflict,"8. If you had a conflict with a colleague, how would you handle the situation?"
854,USPS,United States Postal Service,Customer Service,9. Have you ever dealt with an upset customer or colleague on the job? How did you handle the situation?
855,USPS,United States Postal Service,Customer Service,10. Why is it important to offer great customer service at the post office?
856,USPS,United States Postal Service,Customer Service,11. What does providing excellent customer service mean to you?
857,USPS,United States Postal Service,Direct,"12. In order to work for the USPS, you must be able to pass a full criminal background check. Do you consent to a full background check if hired?"
858,USPS,United States Postal Service,Direct,"13. Are you willing to work overtime, nights, and weekends?"
859,USPS,United States Postal Service,Discovery,14. What is your greatest strength?
860,USPS,United States Postal Service,Discovery,15. What quality would bring to this role that other candidates may not have?
861,USPS,United States Postal Service,Discovery,16. Tell me about yourself.
862,USPS,United States Postal Service,Discovery,17. How would your current or former employer describe you?
863,USPS,United States Postal Service,Discovery,18. How can we motivate you to work hard at USPS?
864,USPS,United States Postal Service,Discovery,19. Tell me about a weakness that might hinder your work in this role?
865,USPS,United States Postal Service,Discovery,20. What motivated you to apply to work for the United States Postal Service?
866,USPS,United States Postal Service,Diversity,"21. Why should the United States Postal Service embrace diversity, equity and inclusion?"
867,USPS,United States Postal Service,Experience,22. Take a few minutes to walk me through your work experience. How has it prepared you for success in this role?
868,USPS,United States Postal Service,Management,23. What does your ideal manager look like?
869,USPS,United States Postal Service,Organizational,"24. On busy days, how do you manage your daily tasks?"
870,USPS,United States Postal Service,Organizational,25. Give me an example of how you manage your time effectively.
871,USPS,United States Postal Service,Situational,"26. If you were asked to do something in a way you were not used to, how would you react?"
872,USPS,United States Postal Service,Situational,27. How will you handle unexpected situations that might cause you to be late for work?
873,USPS,United States Postal Service,Situational,28. How would you handle an irate customer?
874,USPS,United States Postal Service,Stress,"29. Do you have experience working under pressure? If so, how did you handle those situations?"
875,USPS,United States Postal Service,Teamwork,30. Tell me about a time you worked with a group to accomplish a goal.
876,Bank of America,Bank of America,Behavioral,"1. Our clients expect top-tier service and products, and we will expect you to offer that in this role.  Have you ever gone the extra mile for a client when it wasn't expected?  Why did you do so?"
877,Bank of America,Bank of America,Behavioral,2. Have  you ever had to work with a difficult colleague?  How did you handle that situation?
878,Bank of America,Bank of America,Behavioral,3. Tell me about a time your attention to detail protected your employer's assets.
879,Bank of America,Bank of America,Behavioral,"4. The banking industry is built on trust, and this is no different at Bank of America.  Do the people you have worked closely with consider you to be trustworthy?"
880,Bank of America,Bank of America,Behavioral,5. Tell me about a risk you've taken that paid off.
881,Bank of America,Bank of America,Behavioral,6. Discuss a time you helped a client through a difficult financial situation.  What were the keys to making it a success for the client?
882,Bank of America,Bank of America,Behavioral,7. Give an example of a time you showed resilience or motivation in the last 6-12 months.
883,Bank of America,Bank of America,Behavioral,8. How would you respond to a customer complaint?
884,Bank of America,Bank of America,Behavioral,9. Tell me about a project you worked on and the difficulties you faced getting it done.
885,Bank of America,Bank of America,Behavioral,10. Tell me about a time you thought it was important to adhere to a rule.
886,Bank of America,Bank of America,Behavioral,11. Tell me about a time you showed integrity in your work.
887,Bank of America,Bank of America,Communication,12. How would you rate your communication skills?
888,Bank of America,Bank of America,Communication,13. How would you handle communication with a customer who is visibly upset?
889,Bank of America,Bank of America,Communication,14. Give me an example of how you keep track of details while engaging in conversation.
890,Bank of America,Bank of America,Customer Service,15. What customer service experience do you have that would greatly benefit the customers at Bank of America?
891,Bank of America,Bank of America,Direct,16. How far are you willing to travel? What location do you prefer?
892,Bank of America,Bank of America,Direct,17. How do you feel about standing for long periods of time?
893,Bank of America,Bank of America,Direct,18. Are you willing to work longer hours than scheduled?
894,Bank of America,Bank of America,Direct,19. What do you understand about Bank of America's company culture and values?
895,Bank of America,Bank of America,Direct,20. What are the differences between Bank of America and other competitors in the market?
896,Bank of America,Bank of America,Direct,21. Why are you leaving your current job?
897,Bank of America,Bank of America,Discovery,22. What interests you about this position?
898,Bank of America,Bank of America,Diversity,23. How do you work in environments with people who are different from you?
899,Bank of America,Bank of America,Diversity,"24. At Bank of America, our Personal Bankers work with clients from all walks of life.  How do you handle working with many different personalities throughout the day?"
900,Bank of America,Bank of America,Education,25. What is the highest level of mathematics that you completed during your schooling?
901,Bank of America,Bank of America,Management,26. Tell me about your favorite manager. What did you enjoy most about working with them?
902,Bank of America,Bank of America,Operational,27. What experience do you have in multitasking different duties in your prior work experiences?
903,Bank of America,Bank of America,Operational,"28. If hired for this role here at Bank of America,  how would you manage your daily tasks on the job to complete your work in a timely and efficient manner?"
904,Bank of America,Bank of America,Operational,"29. As a Personal Banker at Bank of America, how would you select products to suggest to our customers?"
905,Bank of America,Bank of America,Operational,30. How do you check your work for accuracy?
906,Bank of America,Bank of America,Operational,31. How do you keep up with recent changes in the banking industry?
907,Bank of America,Bank of America,Operational,"32. Due to the continued explosion of the digital world, Bank of America is becoming more virtual every day.  What job duties would you see as being fluid in this role as a Teller with us?"
908,Bank of America,Bank of America,Operational,33. Bank of America strives for client loyalty to keep us running strong into the future.  What do you feel are the keys to retaining clients for the long haul?
909,Bank of America,Bank of America,Operational,34. We want our advising team at Bank of America to be happy and healthy.  How do you manage the day to day stress of being a financial advisor?
910,Bank of America,Bank of America,Operational,35. How would you rate your ability to learn new software programs on a scale of 1 to 10?
911,Bank of America,Bank of America,Operational,"36. As  a Personal Banker with Bank of America, why is providing tailored customer service important?  How would you make this a priority if hired for this role?"
912,Bank of America,Bank of America,Performance Based,37. Take a couple of minutes to sell this notepad to me.
913,Bank of America,Bank of America,Situational,"38. If a customer at Bank of America had increased savings as their main personal financial goal, what steps would you take with them to get them started down the right path?"
914,Bank of America,Bank of America,Situational,"39. If you weren't able to answer a customer's question or solve their problem on your own, how would you handle the situation?"
915,Bank of America,Bank of America,Situational,"40. What was the most stressful situation you faced in the workplace, and what did you do to navigate that situation successfully?"
916,Microsoft,Microsoft,Behavioral,1. How would you handle the job-related stress that comes with working in a fast-paced environment here at Microsoft?
917,Microsoft,Microsoft,Behavioral,"2. If a team member or colleague wasn't pulling their weight at Microsoft, how would you handle that situation?"
918,Microsoft,Microsoft,Behavioral,3. Tell me about the most rewarding experience you have had while working in a team environment. What made it so satisfying?
919,Microsoft,Microsoft,Behavioral,"4. How do you handle critique, constraints, and new information in the work that you do?"
920,Microsoft,Microsoft,Direct,"5. What is Microsoft's company mission, and what does it mean to you?"
921,Microsoft,Microsoft,Direct,6. What would you find to be most rewarding in this role at Microsoft?
922,Microsoft,Microsoft,Direct,7. What questions do you have for me?
923,Microsoft,Microsoft,Direct,8. What do you know about Microsoft's nearly 50 community groups and employee resource groups?
924,Microsoft,Microsoft,Direct,9. What do you know about Microsoft's flexible employee perks?
925,Microsoft,Microsoft,Direct,10. Are you aware that all Microsoft employees take unconscious bias training? Do you understand what unconscious bias is?
926,Microsoft,Microsoft,Direct,11. Can you name one Microsoft product for me that is not a part of the Microsoft Office Suite?
927,Microsoft,Microsoft,Direct,12. Why are you the best candidate for this role at Microsoft?
928,Microsoft,Microsoft,Direct,13. How is Microsoft infusing AI into our products?
929,Microsoft,Microsoft,Direct,14. What is the biggest challenge Microsoft faces today?
930,Microsoft,Microsoft,Direct,15. What do you believe Microsoft does best?
931,Microsoft,Microsoft,Discovery,"16. At Microsoft, we are on a mission to hire and develop the most globally diverse workforce. Do you have experience working in a culturally diverse environment?"
932,Microsoft,Microsoft,Discovery,17. What do you like to do in your free time outside of work?
933,Microsoft,Microsoft,Discovery,"18. If hired at Microsoft, what values and traits would you bring to our team that would help promote teamwork and collaboration?"
934,Microsoft,Microsoft,Discovery,19. What would providing excellent customer service mean to you in this role with Microsoft?
935,Microsoft,Microsoft,Discovery,20. Describe your communication style. How would your style help benefit you as part of the Microsoft team?
936,Microsoft,Microsoft,Discovery,"21. What would you consider to be your niche specialty in your work, and how will it benefit Microsoft?"
937,Microsoft,Microsoft,Discovery,"22. If hired for this position, where would you like your career with Microsoft to take you?"
938,Microsoft,Microsoft,Discovery,23. We take great pride in the workplace culture we have built at Microsoft. Tell me about your ideal work environment.
939,Microsoft,Microsoft,Discovery,24. What is your favorite Microsoft product?
940,Microsoft,Microsoft,Discovery,25. We encourage innovation at Microsoft. What does innovation mean to you?
941,Microsoft,Microsoft,Discovery,26. How do you keep up-to-date on new trends in your line of work?
942,Microsoft,Microsoft,Discovery,27. How would you work in the cross-functional environment we have here at Microsoft?
943,Microsoft,Microsoft,Discovery,28. What role do you feel comfortable taking in a team-based environment?
944,Microsoft,Microsoft,Discovery,29. Microsoft attends many university outreach events to find top talent. How would you 'sell' Microsoft to a talented graduate?
945,Microsoft,Microsoft,Discovery,30. Tell me about the most exciting project you have worked on this year and the most significant thing you learned from it.
946,Microsoft,Microsoft,Discovery,31. Walk me through your post-secondary education and training. How do you feel this has prepared you for this role with Microsoft?
947,Microsoft,Microsoft,General,"32. In your opinion, what has been the biggest launch from Microsoft in the past three years?"
948,Microsoft,Microsoft,Operational,33. How would you explain the cloud to someone with zero internet knowledge?
949,Microsoft,Microsoft,Situational,"34. If your current company shut down today, what would you do to quickly adapt?"
950,Microsoft,Microsoft,Technical,35. Discuss a tech product that you do not like. What changes would you make to improve it?
951,Google,Google,Accomplishment,1. What do you consider to be your greatest work-related accomplishment?
952,Google,Google,Adaptability,2. How would you handle the continually adapting and changing work environment at Google?
953,Google,Google,Adaptability,"3. Working at Google, you will experience changes on a regular basis. When have you had to handle major workplace changes in the past?"
954,Google,Google,Behavioral,4. What is your favorite Google product?
955,Google,Google,Behavioral,5. What challenges do you anticipate in this role if hired at Google? How would you plan to meet those challenges head on?
956,Google,Google,Career Goals,6. We seek to hire highly ambitious people. Where would you like your career with Google take you?
957,Google,Google,Career Goals,"7. If you could start your career over again, what direction would you take?"
958,Google,Google,Career Goals,8. What excites you the most about the potential to become a Googler?
959,Google,Google,Communication,9. Describe your communication style. How will it benefit you in this job with Google?
960,Google,Google,Communication,"10. Google hosts hundreds of university outreach events to find top talent. How would you ""sell"" Google to a talented graduate?"
961,Google,Google,Communication,11. How would you explain Google Ads to someone unfamiliar with online advertising?
962,Google,Google,Compatibility,12. Why should we hire you?
963,Google,Google,Compatibility,13. Culture fit is important to us at Google. How would you describe your personality?
964,Google,Google,Compatibility,14. We encourage innovation at Google. What would innovation mean to you in this role here?
965,Google,Google,Compatibility,15. Why do you want to work for Google?
966,Google,Google,Competency,"16. In your own words, describe what Google's company mission means to you."
967,Google,Google,Competency,"17. In your opinion, what has been the biggest advancement in technology this past year?"
968,Google,Google,Competency,18. What do you believe is the biggest challenge that Google faces today?
969,Google,Google,Competency,"19. Looking at our products and services, what do you think we do better at Google than any of our competitors?"
970,Google,Google,Conflict,20. What are one or two behaviors or attitudes that are most likely to cause conflict with you at work?
971,Google,Google,Critical Thinking,"21. At Google, we take pride in our ability to stay one step ahead of our competitors. How will you contribute to this trend?"
972,Google,Google,Diligence,22. How do you keep up-to-date on new trends and changes in your line of work?
973,Google,Google,Direct,"23. Here at Google, we take privacy and confidentiality very seriously. Are you willing to sign a non-disclosure agreement if required for this role?"
974,Google,Google,Discovery,"24. If you had the ultimate power, what is one way that you would help make an impactful difference in the world?"
975,Google,Google,Discovery,25. Tell me about yourself.
976,Google,Google,Discovery,26. Who is the smartest person that you know and why do you consider them smart?
977,Google,Google,Discovery,"27. If you could pick a Google Doodle of the day, what would it be?"
978,Google,Google,Discovery,28. What do you like to work on in your spare time?
979,Google,Google,Diversity,29. Google celebrates diversity in many ways. In which ways do you celebrate those different from you?
980,Google,Google,EQ,30. How would you rate your performance in this interview so far?
981,Google,Google,EQ,"31. If you had to improve in one area as you join the Google team, what would it be?"
982,Google,Google,EQ,32. What are your weaknesses?
983,Google,Google,Experience,"33. If hired for this role at Google, how long will it take you to make a meaningful contribution to our team?"
984,Google,Google,Experience,34. We consider research to be the backbone of what we do at Google. Do you think it's important to conduct research before beginning a project or would you rather jump right in?
985,Google,Google,Experience,35. How do you define success in the work that you do?
986,Google,Google,Job Satisfaction,36. What do you think you will like about this role with Google?
987,Google,Google,Leadership,"37. At Google, we seek to hire natural leaders. What leadership skills and qualities would you bring to this role?"
988,Google,Google,Stress,38. What resources and strategies do you have in place to handle stress on the job?
989,Google,Google,Teamwork,39. What values and traits would you bring to to the Google team that would help promote teamwork and collaboration?
990,Lockheed Martin,Lockheed Martin,Accomplishment,1. How do you define success?
